"Date/Time","Lat","Lon","Base"
"5/1/2014 8:16:00",40.7763,-73.9467,"B02512"
"5/1/2014 8:18:00",40.7724,-73.9497,"B02512"
"5/1/2014 8:18:00",40.7309,-73.9931,"B02512"
"5/1/2014 8:18:00",40.7265,-73.9864,"B02512"
"5/1/2014 8:19:00",40.685,-73.984,"B02512"
"5/1/2014 8:19:00",40.7555,-73.9731,"B02512"
"5/1/2014 8:19:00",40.7663,-73.9606,"B02512"
"5/1/2014 8:19:00",40.7187,-74.2179,"B02512"
"5/1/2014 8:19:00",40.7317,-73.9756,"B02512"
"5/1/2014 8:20:00",40.727,-73.9802,"B02512"
"5/1/2014 8:23:00",40.7741,-73.8726,"B02512"
"5/1/2014 8:23:00",40.7345,-73.9859,"B02512"
"5/1/2014 8:23:00",40.7633,-73.9807,"B02512"
"5/1/2014 8:24:00",40.7244,-73.9877,"B02512"
"5/1/2014 8:25:00",40.7433,-73.9802,"B02512"
"5/1/2014 8:25:00",40.7765,-73.9821,"B02512"
"5/1/2014 8:25:00",40.7765,-73.9821,"B02512"
"5/1/2014 8:25:00",40.7503,-73.9912,"B02512"
"5/1/2014 8:27:00",40.7412,-73.9985,"B02512"
"5/1/2014 8:28:00",40.7466,-73.9918,"B02512"
"5/1/2014 8:28:00",40.7561,-73.9727,"B02512"
"5/1/2014 8:28:00",40.7386,-73.9854,"B02512"
"5/1/2014 8:29:00",40.7664,-73.9606,"B02512"
"5/1/2014 8:29:00",40.7663,-73.9779,"B02512"
"5/1/2014 8:30:00",40.7368,-73.9888,"B02512"
"5/1/2014 8:30:00",40.7533,-73.9782,"B02512"
"5/1/2014 8:34:00",40.7149,-74.0119,"B02512"
"5/1/2014 8:34:00",40.7778,-73.9591,"B02512"
"5/1/2014 8:34:00",40.759,-73.9899,"B02512"
"5/1/2014 8:37:00",40.7691,-73.9812,"B02512"
"5/1/2014 8:38:00",40.7247,-74.0008,"B02512"
"5/1/2014 8:39:00",40.7372,-73.9867,"B02512"
"5/1/2014 8:40:00",40.7804,-73.9756,"B02512"
"5/1/2014 8:40:00",40.7328,-73.9921,"B02512"
"5/1/2014 8:41:00",40.7643,-73.9832,"B02512"
"5/1/2014 8:42:00",40.775,-73.9471,"B02512"
"5/1/2014 8:42:00",40.7601,-73.9612,"B02512"
"5/1/2014 8:43:00",40.7825,-73.9776,"B02512"
"5/1/2014 8:43:00",40.7622,-73.9957,"B02512"
"5/1/2014 8:45:00",40.7247,-73.9936,"B02512"
"5/1/2014 8:45:00",40.7739,-73.8727,"B02512"
"5/1/2014 8:46:00",40.7647,-73.9708,"B02512"
"5/1/2014 8:47:00",40.7185,-73.9977,"B02512"
"5/1/2014 8:47:00",40.716,-74.0075,"B02512"
"5/1/2014 8:48:00",40.6456,-73.9028,"B02512"
"5/1/2014 8:50:00",40.7709,-73.8659,"B02512"
"5/1/2014 8:50:00",40.7305,-73.9587,"B02512"
"5/1/2014 8:51:00",40.7158,-73.9422,"B02512"
"5/1/2014 8:51:00",40.7422,-73.9988,"B02512"
"5/1/2014 8:51:00",40.7437,-73.9926,"B02512"
"5/1/2014 8:53:00",40.7584,-73.9673,"B02512"
"5/1/2014 8:53:00",40.774,-73.8724,"B02512"
"5/1/2014 8:53:00",40.763,-73.9855,"B02512"
"5/1/2014 8:54:00",40.7745,-73.9593,"B02512"
"5/1/2014 8:54:00",40.7604,-73.9912,"B02512"
"5/1/2014 8:55:00",40.761,-73.9839,"B02512"
"5/1/2014 8:55:00",40.7513,-74.0029,"B02512"
"5/1/2014 8:56:00",40.7831,-73.9524,"B02512"
"5/1/2014 8:57:00",40.8714,-74.0049,"B02512"
"5/1/2014 8:57:00",40.6916,-73.9301,"B02512"
"5/1/2014 9:00:00",40.7754,-73.9803,"B02512"
"5/1/2014 9:01:00",40.7741,-73.8724,"B02512"
"5/1/2014 9:02:00",40.7668,-73.984,"B02512"
"5/1/2014 9:03:00",40.7498,-73.9822,"B02512"
"5/1/2014 9:05:00",40.7311,-73.953,"B02512"
"5/1/2014 9:06:00",40.7681,-73.9667,"B02512"
"5/1/2014 9:06:00",40.7396,-74.0276,"B02512"
"5/1/2014 9:07:00",40.73,-73.994,"B02512"
"5/1/2014 9:07:00",40.7431,-73.9927,"B02512"
"5/1/2014 9:08:00",40.7811,-73.9814,"B02512"
"5/1/2014 9:11:00",40.7926,-73.9728,"B02512"
"5/1/2014 9:13:00",40.7602,-73.9651,"B02512"
"5/1/2014 9:15:00",40.7079,-74.0553,"B02512"
"5/1/2014 9:18:00",40.7305,-74.0076,"B02512"
"5/1/2014 9:19:00",40.7535,-73.9927,"B02512"
"5/1/2014 9:20:00",40.7084,-74.0095,"B02512"
"5/1/2014 9:20:00",40.759,-73.9884,"B02512"
"5/1/2014 9:21:00",40.7643,-73.9584,"B02512"
"5/1/2014 9:23:00",40.731,-74.0055,"B02512"
"5/1/2014 9:23:00",40.7258,-74.0092,"B02512"
"5/1/2014 9:23:00",40.7397,-73.9812,"B02512"
"5/1/2014 9:24:00",40.8176,-74.3028,"B02512"
"5/1/2014 9:25:00",40.7591,-73.996,"B02512"
"5/1/2014 9:26:00",40.7258,-73.9965,"B02512"
"5/1/2014 9:26:00",40.6449,-73.7822,"B02512"
"5/1/2014 9:29:00",40.7514,-73.9926,"B02512"
"5/1/2014 9:30:00",40.7091,-74.0131,"B02512"
"5/1/2014 9:30:00",40.775,-73.9829,"B02512"
"5/1/2014 9:31:00",40.7685,-73.8626,"B02512"
"5/1/2014 9:33:00",40.7189,-73.9508,"B02512"
"5/1/2014 9:33:00",40.6588,-73.9756,"B02512"
"5/1/2014 9:35:00",40.7691,-73.9654,"B02512"
"5/1/2014 9:36:00",40.7544,-73.9801,"B02512"
"5/1/2014 9:37:00",40.7407,-73.9973,"B02512"
"5/1/2014 9:37:00",40.7687,-73.9853,"B02512"
"5/1/2014 9:38:00",40.7422,-74.0007,"B02512"
"5/1/2014 9:38:00",40.7563,-73.9788,"B02512"
"5/1/2014 9:40:00",40.7422,-73.9989,"B02512"
"5/1/2014 9:42:00",40.7772,-73.9789,"B02512"
"5/1/2014 9:42:00",40.7772,-73.9789,"B02512"
"5/1/2014 9:42:00",40.7846,-73.9477,"B02512"
"5/1/2014 9:43:00",40.7461,-73.9716,"B02512"
"5/1/2014 9:44:00",40.7751,-73.9632,"B02512"
"5/1/2014 9:47:00",40.725,-73.5934,"B02512"
"5/1/2014 9:47:00",40.7753,-73.9904,"B02512"
"5/1/2014 9:48:00",40.7718,-73.9827,"B02512"
"5/1/2014 9:50:00",40.746,-73.9823,"B02512"
"5/1/2014 9:54:00",40.746,-74.0001,"B02512"
"5/1/2014 9:56:00",40.7715,-73.9614,"B02512"
"5/1/2014 9:56:00",40.7875,-73.9714,"B02512"
"5/1/2014 9:57:00",40.7621,-73.9753,"B02512"
"5/1/2014 10:01:00",40.7194,-74.0069,"B02512"
"5/1/2014 10:02:00",40.6449,-73.782,"B02512"
"5/1/2014 10:02:00",40.764,-73.9708,"B02512"
"5/1/2014 10:03:00",40.7635,-73.9806,"B02512"
"5/1/2014 10:04:00",40.751,-73.991,"B02512"
"5/1/2014 10:06:00",40.7557,-73.9783,"B02512"
"5/1/2014 10:07:00",40.7347,-74.0095,"B02512"
"5/1/2014 10:08:00",40.7545,-73.9696,"B02512"
"5/1/2014 10:09:00",40.7683,-73.9822,"B02512"
"5/1/2014 10:09:00",40.7592,-73.9957,"B02512"
"5/1/2014 10:10:00",40.7324,-73.9963,"B02512"
"5/1/2014 10:17:00",40.7669,-73.9865,"B02512"
"5/1/2014 10:17:00",40.7569,-73.9854,"B02512"
"5/1/2014 10:21:00",40.7227,-74.0036,"B02512"
"5/1/2014 10:21:00",40.7241,-74.0095,"B02512"
"5/1/2014 10:22:00",40.7505,-73.9831,"B02512"
"5/1/2014 10:25:00",40.738,-73.9884,"B02512"
"5/1/2014 10:26:00",40.7457,-73.9879,"B02512"
"5/1/2014 10:27:00",40.7701,-73.9554,"B02512"
